Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,City,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin
CA-2022-01170,2022-07-12,2022-07-17,Standard Class,Corporate,West,Los Angeles,Furniture,Furniture,Global Adaptabilites Bookcase,811.8,5,0.2,65.22,8.03
CA-2022-01171,2022-07-18,2022-07-21,Standard Class,Consumer,West,Los Angeles,Furniture,Furniture,Harbour Creations Chair,908.82,3,0.2,73.37,8.07
CA-2022-01172,2022-07-15,2022-07-17,Second Class,Corporate,West,Seattle,Office Supplies,Office Supplies,Rogers File Cabinet,2684.7,10,0.2,477.76,17.8
CA-2022-01173,2022-07-19,2022-07-22,First Class,Home Office,East,Baltimore,Office Supplies,Office Supplies,Acco Binder,2244.15,9,0.3,575.55,25.65
CA-2022-01174,2022-07-14,2022-07-19,Standard Class,Home Office,East,New York,Technology,Technology,Cisco TelePresence System,12103.75,5,0.3,2330.36,19.25
CA-2022-01175,2022-07-19,2022-07-21,Same Day,Home Office,East,Philadelphia,Office Supplies,Office Supplies,Fiskars Scissors,177.14,1,0.3,32.61,18.41
CA-2022-01176,2022-07-07,2022-07-08,Same Day,Consumer,West,San Francisco,Technology,Technology,Cisco TelePresence System,8352.16,8,0.3,1128.74,13.51
CA-2022-01177,2022-07-23,2022-07-25,Same Day,Corporate,East,Baltimore,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,595.53,9,0.3,128.04,21.5
CA-2022-01178,2022-07-11,2022-07-16,First Class,Home Office,West,San Francisco,Furniture,Furniture,Bevis Round Conference Table,5021.82,6,0.3,549.45,10.94
CA-2022-01179,2022-07-18,2022-07-21,Second Class,Home Office,East,Boston,Office Supplies,Office Supplies,Acco Binder,1130.96,4,0,391.82,34.64
CA-2022-01180,2022-07-18,2022-07-25,Same Day,Corporate,Central,Kansas City,Technology,Technology,Logitech MK710 Keyboard,4851.0,5,0.2,860.31,17.73
CA-2022-01181,2022-07-23,2022-07-24,Second Class,Corporate,Central,Dallas,Technology,Technology,Plantronics Savi W720,16700.58,6,0.3,3099.58,18.56
CA-2022-01182,2022-07-23,2022-07-26,Standard Class,Consumer,West,Denver,Technology,Technology,Belkin USB Hub,1383.9,3,0,268.6,19.41
CA-2022-01183,2022-07-02,2022-07-03,Standard Class,Consumer,Central,Indianapolis,Technology,Technology,Apple Smart Phone Full Size,7639.38,7,0.3,1277.61,16.72
CA-2022-01184,2022-08-16,2022-08-22,Standard Class,Home Office,South,Miami,Furniture,Furniture,Chromcraft Bull-Nose Table,3706.48,4,0,233.43,6.3
CA-2022-01185,2022-08-18,2022-08-24,Same Day,Consumer,South,Houston,Furniture,Furniture,Global Adaptabilites Bookcase,1102.82,1,0,59.56,5.4
CA-2022-01186,2022-08-02,2022-08-03,Same Day,Corporate,Central,Dallas,Office Supplies,Office Supplies,Acco Binder,862.75,5,0,147.93,17.15
CA-2022-01187,2022-08-28,2022-09-02,Same Day,Consumer,South,Charlotte,Furniture,Furniture,Sauder Classic Bookcase,3084.64,8,0,322.98,10.47
CA-2022-01188,2022-08-26,2022-08-29,Same Day,Home Office,Central,Dallas,Technology,Technology,Logitech MK710 Keyboard,20720.4,10,0.2,2886.69,13.93
CA-2022-01189,2022-08-22,2022-08-23,First Class,Consumer,Central,Indianapolis,Technology,Technology,HP LaserJet Pro,8843.4,3,0,1483.44,16.77
CA-2022-01190,2022-08-10,2022-08-15,Standard Class,Consumer,East,Washington DC,Office Supplies,Office Supplies,Staple envelope,83.7,10,0.3,23.5,28.08
CA-2022-01191,2022-08-22,2022-08-27,Second Class,Corporate,Central,Kansas City,Technology,Technology,HP LaserJet Pro,10586.65,5,0,1946.58,18.39
CA-2022-01192,2022-08-24,2022-08-29,Second Class,Home Office,West,San Francisco,Furniture,Furniture,Chromcraft Bull-Nose Table,3274.5,6,0.1,274.86,8.39
CA-2022-01193,2022-08-17,2022-08-21,Standard Class,Consumer,Central,Indianapolis,Office Supplies,Office Supplies,GBC DocuBind P400,1913.49,9,0.2,316.91,16.56
CA-2022-01194,2022-08-05,2022-08-07,Same Day,Consumer,Central,Indianapolis,Technology,Technology,Belkin USB Hub,15511.74,6,0.3,2546.78,16.42
CA-2022-01195,2022-08-15,2022-08-17,First Class,Corporate,West,Denver,Furniture,Furniture,HON 5400 Series Task Chair,4907.52,9,0.2,417.69,8.51
CA-2022-01196,2022-08-24,2022-08-26,Standard Class,Consumer,Central,Kansas City,Technology,Technology,Canon imageCLASS Copier,3581.3,10,0.3,581.49,16.24
CA-2022-01197,2022-08-02,2022-08-05,Same Day,Home Office,South,Houston,Office Supplies,Office Supplies,Eldon Stackable Letterbox,406.63,7,0.3,72.01,17.71
CA-2022-01198,2022-08-13,2022-08-14,Same Day,Consumer,East,Washington DC,Furniture,Furniture,O Sullivan Living Dimensions,2060.55,9,0,224.24,10.88
CA-2022-01199,2022-08-10,2022-08-14,Same Day,Consumer,East,Boston,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,1171.08,9,0,264.49,22.59
CA-2022-01200,2022-08-02,2022-08-09,Second Class,Consumer,East,Philadelphia,Technology,Technology,Cisco TelePresence System,13317.71,7,0,2844.98,21.36
CA-2022-01201,2022-08-22,2022-08-28,Second Class,Consumer,West,Denver,Technology,Technology,Lenovo ThinkPad,847.49,1,0.1,105.45,12.44
CA-2022-01202,2022-08-08,2022-08-15,Second Class,Corporate,Central,Chicago,Technology,Technology,Plantronics Savi W720,10588.8,10,0.3,1903.78,17.98
CA-2022-01203,2022-08-08,2022-08-12,Second Class,Home Office,West,San Francisco,Office Supplies,Office Supplies,Rogers File Cabinet,430.85,5,0.2,112.6,26.13
CA-2022-01204,2022-08-12,2022-08-18,Second Class,Corporate,Central,Kansas City,Furniture,Furniture,HON 5400 Series Task Chair,6720.7,7,0.1,440.2,6.55
CA-2022-01205,2022-08-08,2022-08-15,Same Day,Consumer,West,San Francisco,Office Supplies,Office Supplies,Eldon Stackable Letterbox,374.88,4,0.1,109.28,29.15
CA-2022-01206,2022-08-08,2022-08-11,Standard Class,Corporate,South,Charlotte,Furniture,Furniture,O Sullivan Living Dimensions,1799.56,4,0.1,83.37,4.63
CA-2022-01207,2022-08-22,2022-08-27,Second Class,Home Office,East,Boston,Technology,Technology,HP LaserJet Pro,2627.1,10,0.2,334.37,12.73
CA-2022-01208,2022-08-07,2022-08-09,Second Class,Home Office,East,Philadelphia,Technology,Technology,Canon imageCLASS Copier,4557.22,2,0,890.63,19.54
CA-2022-01209,2022-08-13,2022-08-17,Same Day,Home Office,East,Boston,Furniture,Furniture,Bush Advantage Collection Desk,7259.13,9,0,469.48,6.47
CA-2022-01210,2022-09-07,2022-09-10,Second Class,Home Office,West,Phoenix,Office Supplies,Office Supplies,Staple envelope,762.66,6,0,200.2,26.25
CA-2022-01211,2022-09-24,2022-09-28,Second Class,Home Office,West,Denver,Office Supplies,Office Supplies,Fiskars Scissors,249.8,5,0.1,53.95,21.6
CA-2022-01212,2022-09-24,2022-09-30,Second Class,Consumer,East,Philadelphia,Technology,Technology,"Samsung Monitor 27""",11706.88,8,0,2262.67,19.33
CA-2022-01213,2022-09-21,2022-09-22,Standard Class,Consumer,Central,Kansas City,Technology,Technology,Belkin USB Hub,2217.6,9,0.3,453.88,20.47
CA-2022-01214,2022-09-01,2022-09-03,Same Day,Home Office,East,Boston,Technology,Technology,Motorola Smart Phone,13046.67,9,0.3,1644.47,12.6
CA-2022-01215,2022-09-14,2022-09-15,Same Day,Consumer,Central,Chicago,Technology,Technology,Belkin USB Hub,1658.84,1,0,244.64,14.75
CA-2022-01216,2022-09-17,2022-09-19,Same Day,Corporate,Central,Dallas,Technology,Technology,Cisco TelePresence System,2788.04,4,0,481.34,17.26
CA-2022-01217,2022-09-23,2022-09-25,Standard Class,Home Office,West,Phoenix,Furniture,Furniture,Global Adaptabilites Bookcase,4230.65,5,0.3,456.19,10.78
CA-2022-01218,2022-09-02,2022-09-08,First Class,Home Office,West,Phoenix,Furniture,Furniture,Chromcraft Bull-Nose Table,867.19,1,0.1,40.42,4.66
CA-2022-01219,2022-09-08,2022-09-10,First Class,Home Office,East,New York,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,1452.7,10,0,231.43,15.93
CA-2022-01220,2022-09-28,2022-10-01,Standard Class,Corporate,South,Charlotte,Furniture,Furniture,Sauder Classic Bookcase,1156.85,1,0.3,100.6,8.7
CA-2022-01221,2022-09-22,2022-09-27,Standard Class,Home Office,West,Denver,Technology,Technology,HP LaserJet Pro,7463.76,6,0.3,1447.78,19.4
CA-2022-01222,2022-09-08,2022-09-15,First Class,Corporate,East,Philadelphia,Technology,Technology,HP LaserJet Pro,2241.38,2,0.2,441.33,19.69
CA-2022-01223,2022-09-16,2022-09-18,Same Day,Home Office,West,Seattle,Office Supplies,Office Supplies,Eldon Stackable Letterbox,1008.9,6,0,227.09,22.51
CA-2022-01224,2022-09-23,2022-09-24,Same Day,Consumer,West,Denver,Technology,Technology,Apple Smart Phone Full Size,1827.44,2,0.3,288.74,15.8
CA-2022-01225,2022-09-15,2022-09-18,Same Day,Corporate,East,New York,Technology,Technology,Plantronics Savi W720,2206.8,5,0.1,284.08,12.87
CA-2022-01226,2022-09-20,2022-09-25,Standard Class,Corporate,West,Los Angeles,Technology,Technology,Cisco TelePresence System,15669.6,6,0.1,1899.69,12.12
CA-2022-01227,2022-09-19,2022-09-24,First Class,Corporate,Central,Indianapolis,Office Supplies,Office Supplies,Avery Binders,621.51,3,0,114.3,18.39
CA-2022-01228,2022-09-14,2022-09-17,Same Day,Home Office,East,New York,Technology,Technology,Plantronics Savi W720,19044.8,8,0,2973.13,15.61
CA-2022-01229,2022-09-10,2022-09-11,First Class,Corporate,East,Boston,Furniture,Furniture,Sauder Classic Bookcase,3164.56,7,0,283.59,8.96
CA-2022-01230,2022-09-20,2022-09-26,First Class,Corporate,East,Baltimore,Technology,Technology,Logitech MK710 Keyboard,6060.72,4,0.1,834.95,13.78
CA-2022-01231,2022-09-11,2022-09-15,Second Class,Home Office,Central,Kansas City,Office Supplies,Office Supplies,Avery Binders,1229.35,5,0,281.01,22.86
CA-2022-01232,2022-09-01,2022-09-07,Standard Class,Home Office,East,Baltimore,Technology,Technology,Belkin USB Hub,22699.84,8,0,3199.88,14.1
CA-2022-01233,2022-09-21,2022-09-24,Standard Class,Corporate,Central,Kansas City,Furniture,Furniture,Sauder Classic Bookcase,1452.0,4,0.1,75.99,5.23
CA-2022-01234,2022-09-18,2022-09-23,Standard Class,Home Office,East,Baltimore,Furniture,Furniture,O Sullivan Living Dimensions,4822.16,7,0,497.93,10.33
CA-2022-01235,2022-09-06,2022-09-12,Same Day,Home Office,West,San Francisco,Furniture,Furniture,Harbour Creations Chair,1296.1,10,0.3,153.83,11.87
CA-2022-01236,2022-09-04,2022-09-05,Second Class,Home Office,South,Atlanta,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,162.66,2,0.2,41.01,25.21
CA-2022-01237,2022-09-23,2022-09-28,Same Day,Corporate,East,Washington DC,Furniture,Furniture,Lesro Sheffield Chair,1399.08,3,0,58.71,4.2
CA-2022-01238,2022-10-15,2022-10-22,Same Day,Corporate,West,San Francisco,Technology,Technology,Logitech MK710 Keyboard,6540.72,4,0,1012.7,15.48
CA-2022-01239,2022-10-01,2022-10-08,Second Class,Home Office,East,Philadelphia,Technology,Technology,Cisco TelePresence System,11980.26,6,0,2248.86,18.77
CA-2022-01240,2022-10-14,2022-10-18,Same Day,Home Office,East,Baltimore,Technology,Technology,Belkin USB Hub,9694.4,4,0,1773.84,18.3
CA-2022-01241,2022-10-19,2022-10-23,Standard Class,Home Office,East,Baltimore,Office Supplies,Office Supplies,Eldon Stackable Letterbox,44.17,7,0,8.52,19.29
CA-2022-01242,2022-10-07,2022-10-11,First Class,Home Office,East,Baltimore,Technology,Technology,Logitech MK710 Keyboard,1795.42,2,0.2,370.33,20.63
CA-2022-01243,2022-10-12,2022-10-15,Standard Class,Corporate,East,Baltimore,Furniture,Furniture,Eldon Fold N Roll Cart,6171.6,8,0.3,648.63,10.51
CA-2022-01244,2022-10-04,2022-10-06,Second Class,Home Office,Central,Minneapolis,Technology,Technology,Plantronics Savi W720,12757.74,6,0.1,2182.63,17.11
CA-2022-01245,2022-10-23,2022-10-29,First Class,Consumer,East,Washington DC,Technology,Technology,Belkin USB Hub,5194.5,3,0,877.68,16.9
CA-2022-01246,2022-10-01,2022-10-05,Same Day,Home Office,South,Charlotte,Technology,Technology,Logitech MK710 Keyboard,2118.36,3,0.2,335.54,15.84
CA-2022-01247,2022-10-16,2022-10-18,Standard Class,Corporate,East,Washington DC,Furniture,Furniture,Chromcraft Bull-Nose Table,1426.5,2,0,147.89,10.37
CA-2022-01248,2022-10-19,2022-10-25,First Class,Corporate,West,Denver,Technology,Technology,"Samsung Monitor 27""",13733.76,8,0,1803.53,13.13
CA-2022-01249,2022-10-18,2022-10-20,Standard Class,Corporate,East,New York,Office Supplies,Office Supplies,Eldon Stackable Letterbox,246.47,7,0,77.89,31.6
CA-2022-01250,2022-10-15,2022-10-22,First Class,Home Office,East,Philadelphia,Office Supplies,Office Supplies,GBC DocuBind P400,467.62,2,0.3,92.3,19.74
CA-2022-01251,2022-10-20,2022-10-22,First Class,Corporate,South,Charlotte,Furniture,Furniture,Sauder Classic Bookcase,3964.6,4,0.2,414.04,10.44
CA-2022-01252,2022-10-10,2022-10-15,Second Class,Consumer,East,Boston,Technology,Technology,Plantronics Savi W720,14321.65,5,0.3,2455.33,17.14
CA-2022-01253,2022-10-28,2022-11-03,First Class,Home Office,South,New Orleans,Office Supplies,Office Supplies,Acco Binder,635.76,3,0,112.24,17.65
CA-2022-01254,2022-10-21,2022-10-24,First Class,Corporate,Central,Kansas City,Furniture,Furniture,Lesro Sheffield Chair,3501.33,7,0,161.21,4.6
CA-2022-01255,2022-10-11,2022-10-16,Same Day,Home Office,Central,Minneapolis,Furniture,Furniture,Chromcraft Bull-Nose Table,1053.18,1,0,113.5,10.78
CA-2022-01256,2022-10-13,2022-10-15,First Class,Corporate,Central,Minneapolis,Office Supplies,Office Supplies,Rogers File Cabinet,1738.31,7,0,432.74,24.89
CA-2022-01257,2022-10-26,2022-10-29,Standard Class,Consumer,East,Boston,Furniture,Furniture,Chromcraft Bull-Nose Table,131.46,1,0.1,11.84,9.01
CA-2022-01258,2022-10-14,2022-10-16,First Class,Consumer,South,Miami,Furniture,Furniture,HON 5400 Series Task Chair,3204.03,3,0,205.54,6.42
CA-2022-01259,2022-10-02,2022-10-06,Standard Class,Home Office,West,Seattle,Furniture,Furniture,Sauder Classic Bookcase,4465.55,5,0.1,448.42,10.04
CA-2022-01260,2022-11-08,2022-11-13,Second Class,Corporate,West,Phoenix,Technology,Technology,Lenovo ThinkPad,1411.76,8,0,267.61,18.96
CA-2022-01261,2022-11-04,2022-11-07,Second Class,Home Office,East,Boston,Furniture,Furniture,Eldon Fold N Roll Cart,6400.26,6,0,326.22,5.1
CA-2022-01262,2022-11-15,2022-11-18,Same Day,Home Office,West,Denver,Technology,Technology,Motorola Smart Phone,7760.12,4,0.1,1048.68,13.51
CA-2022-01263,2022-11-25,2022-11-26,Second Class,Corporate,South,Houston,Office Supplies,Office Supplies,Fellowes PB500 Binder,2203.5,10,0.1,485.45,22.03
CA-2022-01264,2022-11-20,2022-11-26,First Class,Home Office,West,Los Angeles,Technology,Technology,Lenovo ThinkPad,9620.2,10,0,2059.95,21.41
CA-2022-01265,2022-11-10,2022-11-16,Same Day,Corporate,West,Denver,Furniture,Furniture,O Sullivan Living Dimensions,957.86,1,0,99.14,10.35
CA-2022-01266,2022-11-17,2022-11-18,First Class,Corporate,West,Phoenix,Furniture,Furniture,Eldon Fold N Roll Cart,6756.0,6,0.2,341.57,5.06
CA-2022-01267,2022-11-01,2022-11-06,First Class,Corporate,East,Boston,Office Supplies,Office Supplies,GBC DocuBind P400,18.14,2,0,3.5,19.29
CA-2022-01268,2022-11-23,2022-11-27,Standard Class,Corporate,Central,Indianapolis,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,387.92,2,0,99.9,25.75
CA-2022-01269,2022-11-18,2022-11-21,Standard Class,Home Office,West,Denver,Office Supplies,Office Supplies,Fellowes PB500 Binder,1246.0,7,0.3,377.1,30.26
CA-2022-01270,2022-11-02,2022-11-04,Standard Class,Home Office,West,Phoenix,Office Supplies,Office Supplies,Avery Binders,555.54,2,0.2,96.22,17.32
CA-2022-01271,2022-11-23,2022-11-24,First Class,Home Office,West,San Francisco,Technology,Technology,Motorola Smart Phone,4694.34,3,0.2,726.08,15.47
CA-2022-01272,2022-11-24,2022-11-25,First Class,Consumer,West,San Francisco,Office Supplies,Office Supplies,Acco Binder,103.83,1,0.2,24.49,23.59
CA-2022-01273,2022-11-15,2022-11-20,Second Class,Corporate,Central,Indianapolis,Furniture,Furniture,Chromcraft Bull-Nose Table,852.54,6,0,92.71,10.87
CA-2022-01274,2022-11-08,2022-11-14,Standard Class,Consumer,West,Los Angeles,Office Supplies,Office Supplies,GBC DocuBind P400,51.84,9,0,16.68,32.18
CA-2022-01275,2022-11-28,2022-11-29,Second Class,Corporate,East,Washington DC,Office Supplies,Office Supplies,Fellowes PB500 Binder,2177.28,9,0.3,637.52,29.28
CA-2022-01276,2022-11-09,2022-11-16,Second Class,Consumer,East,Washington DC,Office Supplies,Office Supplies,Staple envelope,347.2,2,0.3,60.37,17.39
CA-2022-01277,2022-11-03,2022-11-07,Same Day,Home Office,West,Denver,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,1165.95,5,0,247.34,21.21
CA-2022-01278,2022-11-24,2022-11-29,Second Class,Consumer,West,San Francisco,Technology,Technology,Plantronics Savi W720,5888.76,4,0.1,1055.08,17.92
CA-2022-01279,2022-11-12,2022-11-18,First Class,Corporate,West,Phoenix,Technology,Technology,Belkin USB Hub,2860.32,1,0.3,343.66,12.01
CA-2022-01280,2022-11-16,2022-11-17,Same Day,Home Office,West,Denver,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,644.82,3,0,108.72,16.86
CA-2022-01281,2022-11-19,2022-11-20,Standard Class,Home Office,Central,Minneapolis,Furniture,Furniture,Eldon Fold N Roll Cart,2065.86,9,0,218.15,10.56
CA-2022-01282,2022-11-28,2022-12-01,First Class,Corporate,East,Boston,Technology,Technology,Plantronics Savi W720,15029.49,7,0,2908.74,19.35
CA-2022-01283,2022-11-04,2022-11-06,First Class,Consumer,West,San Francisco,Technology,Technology,Lenovo ThinkPad,1236.94,2,0.1,206.08,16.66
CA-2022-01284,2022-11-09,2022-11-16,Standard Class,Home Office,South,Miami,Furniture,Furniture,Chromcraft Bull-Nose Table,362.54,2,0,37.92,10.46
CA-2022-01285,2022-12-12,2022-12-16,Same Day,Consumer,South,Atlanta,Technology,Technology,Apple Smart Phone Full Size,2605.59,9,0,390.54,14.99
CA-2022-01286,2022-12-04,2022-12-08,Second Class,Consumer,South,Charlotte,Office Supplies,Office Supplies,Avery Binders,484.3,2,0,86.19,17.8
CA-2022-01287,2022-12-19,2022-12-24,Same Day,Consumer,West,Phoenix,Furniture,Furniture,Eldon Fold N Roll Cart,5537.6,5,0,254.72,4.6
CA-2022-01288,2022-12-04,2022-12-05,Same Day,Home Office,Central,Chicago,Office Supplies,Office Supplies,Staple envelope,159.52,8,0.1,53.41,33.48
CA-2022-01289,2022-12-12,2022-12-14,Second Class,Consumer,East,Washington DC,Office Supplies,Office Supplies,Fellowes PB500 Binder,258.36,3,0,61.8,23.92
CA-2022-01290,2022-12-16,2022-12-17,Second Class,Home Office,Central,Kansas City,Furniture,Furniture,Bevis Round Conference Table,786.7,2,0,40.11,5.1
CA-2022-01291,2022-12-26,2023-01-01,First Class,Home Office,Central,Indianapolis,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,879.06,6,0,269.24,30.63
CA-2022-01292,2022-12-08,2022-12-09,Second Class,Corporate,East,Boston,Technology,Technology,Lenovo ThinkPad,1584.95,5,0.2,347.35,21.92
CA-2022-01293,2022-12-09,2022-12-14,First Class,Corporate,South,Houston,Technology,Technology,Apple Smart Phone Full Size,2327.54,1,0.2,499.91,21.48
CA-2022-01294,2022-12-11,2022-12-18,Second Class,Corporate,South,Miami,Technology,Technology,Lenovo ThinkPad,16529.04,6,0.3,2030.11,12.28
CA-2022-01295,2022-12-18,2022-12-21,Second Class,Home Office,East,Boston,Office Supplies,Office Supplies,Eldon Stackable Letterbox,449.04,3,0,75.46,16.8
CA-2022-01296,2022-12-07,2022-12-14,Standard Class,Consumer,West,Phoenix,Technology,Technology,Lenovo ThinkPad,3363.48,3,0,463.31,13.77
CA-2022-01297,2022-12-28,2022-12-31,Standard Class,Home Office,West,San Francisco,Office Supplies,Office Supplies,Rogers File Cabinet,230.42,2,0.1,77.97,33.84
CA-2022-01298,2022-12-24,2022-12-28,First Class,Home Office,East,Philadelphia,Technology,Technology,Motorola Smart Phone,16001.28,8,0.2,2198.9,13.74
CA-2022-01299,2022-12-10,2022-12-16,Same Day,Home Office,West,Denver,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,212.85,5,0.3,62.95,29.57
CA-2022-01300,2022-12-11,2022-12-18,First Class,Consumer,South,Charlotte,Technology,Technology,Lenovo ThinkPad,7795.5,10,0.1,1376.33,17.66
CA-2022-01301,2022-12-06,2022-12-12,Same Day,Corporate,Central,Dallas,Technology,Technology,Logitech MK710 Keyboard,4983.48,2,0.3,931.92,18.7
CA-2022-01302,2022-12-12,2022-12-15,Same Day,Home Office,West,San Francisco,Technology,Technology,Cisco TelePresence System,4406.36,2,0.1,549.98,12.48
CA-2022-01303,2022-12-12,2022-12-17,Second Class,Home Office,South,New Orleans,Furniture,Furniture,O Sullivan Living Dimensions,1355.2,7,0.2,106.19,7.84
CA-2022-01304,2022-12-10,2022-12-11,Same Day,Consumer,West,Los Angeles,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,492.18,6,0,84.14,17.1
CA-2022-01305,2022-12-11,2022-12-16,Second Class,Home Office,West,Los Angeles,Furniture,Furniture,Eldon Fold N Roll Cart,10804.1,10,0.1,1041.09,9.64
CA-2022-01306,2022-12-11,2022-12-13,First Class,Home Office,East,Washington DC,Technology,Technology,Cisco TelePresence System,5265.8,4,0.3,923.68,17.54
CA-2022-01307,2022-12-13,2022-12-18,Same Day,Consumer,Central,Minneapolis,Technology,Technology,Canon imageCLASS Copier,22892.31,9,0,3098.68,13.54
CA-2022-01308,2022-12-01,2022-12-03,First Class,Consumer,West,Denver,Furniture,Furniture,Eldon Fold N Roll Cart,2384.31,3,0.1,281.74,11.82
CA-2022-01309,2022-12-03,2022-12-09,Second Class,Corporate,Central,Kansas City,Furniture,Furniture,Bush Advantage Collection Desk,4626.27,9,0.1,322.37,6.97
CA-2022-01310,2022-12-08,2022-12-15,Standard Class,Home Office,East,Philadelphia,Furniture,Furniture,Bush Advantage Collection Desk,3559.8,5,0.3,185.43,5.21
CA-2022-01311,2022-12-25,2022-12-30,Same Day,Corporate,West,Seattle,Office Supplies,Office Supplies,Dixon Ticonderoga Pencils,673.24,4,0.2,214.2,31.82
CA-2022-01312,2022-12-13,2022-12-20,Second Class,Home Office,East,Boston,Furniture,Furniture,Eldon Fold N Roll Cart,642.35,1,0.2,71.97,11.2
CA-2023-01313,2023-01-07,2023-01-14,Second Class,Corporate,South,New Orleans,Technology,Technology,Motorola Smart Phone,2038.52,4,0.3,330.93,16.23
CA-2023-01314,2023-01-11,2023-01-17,First Class,Corporate,South,Miami,Office Supplies,Office Supplies,Acco Binder,61.34,2,0.2,16.03,26.13
CA-2023-01315,2023-01-19,2023-01-24,Standard Class,Home Office,East,New York,Office Supplies,Office Supplies,Fiskars Scissors,267.33,7,0.2,48.1,17.99
CA-2023-01316,2023-01-28,2023-02-02,Same Day,Corporate,South,Charlotte,Office Supplies,Office Supplies,Acco Binder,1583.88,6,0.3,321.25,20.28
CA-2023-01317,2023-01-20,2023-01-26,Second Class,Home Office,West,Seattle,Furniture,Furniture,Lesro Sheffield Chair,864.08,7,0,96.06,11.12
CA-2023-01318,2023-01-01,2023-01-04,Standard Class,Home Office,West,Phoenix,Office Supplies,Office Supplies,Staple envelope,483.65,5,0.3,154.08,31.86
CA-2023-01319,2023-01-25,2023-02-01,Second Class,Consumer,South,Miami,Technology,Technology,"Samsung Monitor 27""",5507.1,6,0.3,890.37,16.17
CA-2023-01320,2023-01-28,2023-01-31,Same Day,Home Office,East,Washington DC,Office Supplies,Office Supplies,Rogers File Cabinet,157.0,1,0,28.54,18.18
CA-2023-01321,2023-01-06,2023-01-08,First Class,Consumer,West,Denver,Office Supplies,Office Supplies,Ibico EPK-21 Binding System,1007.64,4,0.1,201.43,19.99
CA-2023-01322,2023-01-17,2023-01-21,Same Day,Home Office,Central,Minneapolis,Technology,Technology,"Samsung Monitor 27""",4182.7,2,0.1,603.12,14.42
CA-2023-01323,2023-01-12,2023-01-14,Same Day,Consumer,West,Phoenix,Furniture,Furniture,Harbour Creations Chair,4594.2,5,0,436.95,9.51
CA-2023-01324,2023-01-28,2023-01-30,Standard Class,Home Office,West,Denver,Office Supplies,Office Supplies,Avery Binders,819.68,4,0.1,167.06,20.38
CA-2023-01325,2023-01-21,2023-01-23,First Class,Corporate,South,Houston,Furniture,Furniture,Sauder Classic Bookcase,9769.7,10,0.2,565.68,5.79
CA-2023-01326,2023-01-09,2023-01-11,Standard Class,Corporate,East,Washington DC,Office Supplies,Office Supplies,Eldon Stackable Letterbox,753.04,8,0.2,191.37,25.41
CA-2023-01327,2023-01-20,2023-01-23,First Class,Corporate,West,Seattle,Furniture,Furniture,Lesro Sheffield Chair,4232.7,5,0,332.43,7.85
CA-2023-01328,2023-01-07,2023-01-09,First Class,Corporate,South,Atlanta,Furniture,Furniture,Bush Advantage Collection Desk,8435.97,9,0.2,944.62,11.2
CA-2023-01329,2023-01-09,2023-01-13,Second Class,Home Office,Central,Chicago,Furniture,Furniture,Bush Advantage Collection Desk,3604.09,7,0.3,154.35,4.28
CA-2023-01330,2023-01-22,2023-01-25,Second Class,Home Office,East,Boston,Office Supplies,Office Supplies,Eldon Stackable Letterbox,842.04,9,0.3,154.93,18.4
CA-2023-01331,2023-01-24,2023-01-31,Standard Class,Corporate,West,Phoenix,Technology,Technology,Plantronics Savi W720,20918.88,9,0.3,2893.22,13.83
CA-2023-01332,2023-01-14,2023-01-21,Same Day,Consumer,West,San Francisco,Office Supplies,Office Supplies,Acco Binder,687.9,6,0.1,183.75,26.71
CA-2023-01333,2023-01-03,2023-01-07,First Class,Home Office,West,Denver,Furniture,Furniture,Lesro Sheffield Chair,2562.12,4,0.1,280.3,10.94
CA-2023-01334,2023-02-11,2023-02-15,Second Class,Corporate,West,San Francisco,Technology,Technology,Apple Smart Phone Full Size,26946.1,10,0,5892.17,21.87
CA-2023-01335,2023-02-11,2023-02-17,Second Class,Home Office,Central,Kansas City,Technology,Technology,Motorola Smart Phone,163.43,1,0,24.08,14.73
CA-2023-01336,2023-02-21,2023-02-25,Second Class,Consumer,East,New York,Technology,Technology,HP LaserJet Pro,9609.04,7,0,1611.82,16.77
CA-2023-01337,2023-02-07,2023-02-08,First Class,Corporate,Central,Chicago,Office Supplies,Office Supplies,Rogers File Cabinet,189.87,1,0.3,37.93,19.98
CA-2023-01338,2023-02-06,2023-02-07,First Class,Home Office,West,Phoenix,Furniture,Furniture,Bush Advantage Collection Desk,413.99,1,0.3,26.19,6.33
CA-2023-01339,2023-02-12,2023-02-19,Second Class,Consumer,East,Boston,Technology,Technology,"Samsung Monitor 27""",2479.68,4,0.1,522.44,21.07
